%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=212616, 2014/06/24 16:47:19.17)
38 267 6.737167e-01 4.806896e+00 -1.203437437303474384e-07 -1.203437437303474384e-07 -3.537387002685211032e-08 -1.033536184925446702e-08 0.438963
39 274 6.755149e-01 5.411484e+00 -1.203437437303474384e-07 -9.465612388443690993e-08 -2.504451396618212771e-08 -1.368168648540412745e-08 0.438963
40 281 5.379267e-01 5.392261e+00 -1.295077463051231341e-07 -1.295077463051231341e-07 -6.536233746536431320e-08 -1.924612958803845950e-08 0.438963
41 288 5.610867e-01 5.065261e+00 -1.295077463051231341e-07 -1.082020689967118881e-07 -6.033738869627857669e-08 -1.375866994950298935e-08 0.438963
42 295 4.850062e-01 5.060078e+00 -1.295077463051231341e-07 -1.173858952995844157e-07 -6.129647729444362603e-08 -3.035541131105822350e-08 0.438963
43 302 4.268486e-01 4.918318e+00 -1.379849139915624204e-07 -1.379849139915624204e-07 -7.668431306114135027e-08 -6.789825527643952271e-09 0.438963
44 309 3.174970e-01 4.912612e+00 -1.398540190886809538e-07 -1.398540190886809538e-07 -8.922895174415644690e-08 -6.775137416247481006e-09 0.438963
45 316 2.906672e-01 4.791310e+00 -1.398540190886809538e-07 -1.313878213191858349e-07 -9.019906565674940119e-08 -5.739961410035713246e-08 0.438963
46 323 2.795600e-01 5.162783e+00 -1.398540190886809538e-07 -1.344870127160269098e-07 -1.206740195913424486e-07 -8.765250562437695841e-08 0.438963
47 330 2.302666e-01 5.036329e+00 -1.406323177531395271e-07 -1.406323177531395271e-07 -1.296084615513625276e-07 -1.156103348833988327e-07 0.438963
48 337 2.132206e-01 4.905452e+00 -1.406323177531395271e-07 -1.348251647946317608e-07 -1.283994048871047461e-07 -9.881446219291263615e-08 0.438963
49 344 2.119360e-01 4.212395e+00 -1.406323177531395271e-07 -1.399597724226095767e-07 -1.268080019104381378e-07 -1.029938433892344978e-07 0.438963
50 351 1.652538e-01 4.243933e+00 -1.406323177531395271e-07 -1.392613009997523475e-07 -1.289612752443354193e-07 -1.178436728770269209e-07 0.438963
51 358 1.234017e-01 4.261347e+00 -1.406323177531395271e-07 -1.404039258443364282e-07 -1.384566000075198909e-07 -1.359582304562542898e-07 0.438963
52 365 1.084361e-01 4.259460e+00 -1.406323177531395271e-07 -1.403542121043646123e-07 -1.379994397645305036e-07 -1.366303069211679159e-07 0.438963
53 372 9.617804e-02 4.162739e+00 -1.406323177531395271e-07 -1.401002656469738755e-07 -1.397688169286182938e-07 -1.354539891046323418e-07 0.438963
54 379 7.687062e-02 4.099175e+00 -1.406323177531395271e-07 -1.402719911293062969e-07 -1.393900221448003682e-07 -1.384002072256096657e-07 0.438963
55 386 6.366489e-02 3.997407e+00 -1.406323177531395271e-07 -1.405350210254261333e-07 -1.401286810691393071e-07 -1.387197968599957693e-07 0.438963
56 393 5.249973e-02 3.883127e+00 -1.406323177531395271e-07 -1.406000566695506858e-07 -1.405181700692763061e-07 -1.399971001051046374e-07 0.438963
57 400 4.338087e-02 3.896502e+00 -1.406696765959467764e-07 -1.406696765959467764e-07 -1.404441007965392244e-07 -1.396678279974940151e-07 0.438963
58 407 3.977427e-02 3.692171e+00 -1.406696765959467764e-07 -1.406572781075029759e-07 -1.405684693705318355e-07 -1.399380483786219085e-07 0.438963
59 414 3.811413e-02 4.145331e+00 -1.406696765959467764e-07 -1.406388136322227212e-07 -1.405686866984925037e-07 -1.405029360516744927e-07 0.438963
60 421 2.934395e-02 4.160364e+00 -1.406817193281487712e-07 -1.406817193281487712e-07 -1.405612817237431964e-07 -1.404398102895784140e-07 0.438963
61 428 2.193621e-02 4.123235e+00 -1.406817193281487712e-07 -1.406717066874781413e-07 -1.406517558489902741e-07 -1.403385994482253493e-07 0.438963
62 435 2.258728e-02 4.217467e+00 -1.407026644016607850e-07 -1.407026644016607850e-07 -1.406783046456198962e-07 -1.406339771565126402e-07 0.438963
63 442 2.427485e-02 3.785434e+00 -1.407026644016607850e-07 -1.407016642699004944e-07 -1.406838617410495806e-07 -1.406645532953815801e-07 0.438963
64 449 2.497834e-02 4.239881e+00 -1.407072856587544824e-07 -1.407072856587544824e-07 -1.406805912908540803e-07 -1.406387778796098919e-07 0.438963
65 456 2.252519e-02 4.444164e+00 -1.407072856587544824e-07 -1.407003507675117819e-07 -1.406864682689401575e-07 -1.406628453504235262e-07 0.438963
66 463 2.422045e-02 4.582879e+00 -1.407072856587544824e-07 -1.407056480466756544e-07 -1.406970301105321438e-07 -1.406672533172180370e-07 0.438963
67 470 1.946609e-02 4.514821e+00 -1.407097832071452964e-07 -1.407097832071452964e-07 -1.406995731988086073e-07 -1.406240698730249883e-07 0.438963
68 477 1.906816e-02 4.292103e+00 -1.407097832071452964e-07 -1.407089817850925811e-07 -1.406887501466521509e-07 -1.406769229529610790e-07 0.438963
69 484 1.597665e-02 4.158992e+00 -1.407107107508702252e-07 -1.407107107508702252e-07 -1.406984460493561965e-07 -1.406714082900460251e-07 0.438963
70 491 1.350283e-02 4.122046e+00 -1.407107107508702252e-07 -1.407103345042767916e-07 -1.407040098399389868e-07 -1.406943895622203528e-07 0.438963
71 498 1.082000e-02 4.065153e+00 -1.407107107508702252e-07 -1.407098989037493151e-07 -1.407060319798565769e-07 -1.406969778049442789e-07 0.438963
72 505 8.433615e-03 4.042515e+00 -1.407113510828546697e-07 -1.407113510828546697e-07 -1.407092005775212285e-07 -1.407014703248400152e-07 0.438963
73 512 7.191722e-03 4.124803e+00 -1.407115686996636050e-07 -1.407115686996636050e-07 -1.407089506251295555e-07 -1.407075866406026788e-07 0.438963
74 519 6.800482e-03 4.181883e+00 -1.407115686996636050e-07 -1.407112821955693054e-07 -1.407110197057142197e-07 -1.407103227751132565e-07 0.438963
75 526 5.881852e-03 4.116446e+00 -1.407115686996636050e-07 -1.407112725078694433e-07 -1.407110910133975543e-07 -1.407086700595599557e-07 0.438963
76 533 4.402543e-03 4.128034e+00 -1.407115686996636050e-07 -1.407115514284249589e-07 -1.407111901602501330e-07 -1.407093703407102002e-07 0.438963
77 540 3.883555e-03 4.322751e+00 -1.407115686996636050e-07 -1.407114675176729159e-07 -1.407111236034693029e-07 -1.407107805594203866e-07 0.438963
78 547 3.385500e-03 4.470944e+00 -1.407115686996636050e-07 -1.407115301891018380e-07 -1.407113022834231059e-07 -1.407108946719532830e-07 0.438963
79 554 3.209842e-03 4.042252e+00 -1.407115686996636050e-07 -1.407115216939769847e-07 -1.407112830869691767e-07 -1.407109612603432651e-07 0.438963
80 561 2.746094e-03 4.030989e+00 -1.407115686996636050e-07 -1.407115622833116054e-07 -1.407114182421583049e-07 -1.407113658257657986e-07 0.438963
81 568 3.121087e-03 4.860395e+00 -1.407115845581892026e-07 -1.407115845581892026e-07 -1.407115043937258190e-07 -1.407113603616190157e-07 0.438963
82 575 2.897176e-03 5.093136e+00 -1.407115845581892026e-07 -1.407115810956618746e-07 -1.407114781927915631e-07 -1.407114305678055914e-07 0.438963
83 582 2.463173e-03 5.217714e+00 -1.407115934470560244e-07 -1.407115934470560244e-07 -1.407115203112913336e-07 -1.407112917124745823e-07 0.438963
84 589 2.363934e-03 5.276157e+00 -1.407115934470560244e-07 -1.407115838779778855e-07 -1.407114943775417095e-07 -1.407114346430574687e-07 0.438963
85 596 1.781565e-03 5.263426e+00 -1.407115934470560244e-07 -1.407115907652117000e-07 -1.407115764611616024e-07 -1.407114872529344025e-07 0.438963
86 603 1.384306e-03 5.215275e+00 -1.407115934470560244e-07 -1.407115915570555009e-07 -1.407115692445684232e-07 -1.407115566275797077e-07 0.438963
87 610 1.214146e-03 5.090971e+00 -1.407115934470560244e-07 -1.407115907959365761e-07 -1.407115751672271106e-07 -1.407115423980299165e-07 0.438963
88 617 1.310593e-03 5.880743e+00 -1.407115950415440904e-07 -1.407115950415440904e-07 -1.407115887735294504e-07 -1.407115621040330587e-07 0.438963
89 624 1.039235e-03 5.869623e+00 -1.407115950415440904e-07 -1.407115949096832157e-07 -1.407115843509260902e-07 -1.407115808754456961e-07 0.438963
90 631 9.545161e-04 6.294129e+00 -1.407115950415440904e-07 -1.407115941345190817e-07 -1.407115904592954808e-07 -1.407115812815993972e-07 0.438963
91 638 7.451246e-04 6.270621e+00 -1.407115959784023935e-07 -1.407115959784023935e-07 -1.407115939572951458e-07 -1.407115910111648157e-07 0.438963
92 645 5.835863e-04 6.267795e+00 -1.407115959784023935e-07 -1.407115958903267959e-07 -1.407115934103125293e-07 -1.407115907379422683e-07 0.438963
93 652 5.302273e-04 5.750418e+00 -1.407115962202926098e-07 -1.407115962202926098e-07 -1.407115951111335115e-07 -1.407115917625424381e-07 0.438963
94 659 4.255565e-04 5.474781e+00 -1.407115962202926098e-07 -1.407115961104160253e-07 -1.407115952144817749e-07 -1.407115941349656798e-07 0.438963
