%  columns="iteration, evaluation, fitness, void, void, xrecentbest" (startseed=212616, 2014/06/24 16:47:19.17)
1 8 -2.869145698791144266e-27 0 0 1.017620e+00 -3.278739e+00 -3.643527e+00 
2 15 -1.480932572645193581e-27 0 0 1.295526e+00 -2.632976e+00 3.234772e+00 
3 22 -7.486310291692906001e-09 0 0 -1.264962e+00 -9.344684e-02 -1.145567e+00 
4 29 -8.409691431348388049e-09 0 0 1.246386e-01 8.943195e-01 2.090001e+00 
5 36 -4.021696362514405504e-15 0 0 -1.460187e+00 -1.251085e+00 1.461478e+00 
6 43 -2.948225296149567320e-09 0 0 1.142297e+00 1.061901e+00 5.299725e-01 
7 50 -5.386059641676279401e-09 0 0 4.484119e-01 1.352880e+00 3.589501e-01 
8 57 -3.412712838980920073e-08 0 0 1.369436e+00 1.722397e+00 1.407392e-01 
9 64 -2.421256169653396176e-08 0 0 -1.363671e-02 5.897416e-01 -8.092164e-01 
10 71 -5.933173205996981233e-08 0 0 7.387686e-01 1.253236e+00 -4.230545e-01 
11 78 -9.871660145602626485e-08 0 0 -2.417803e-01 7.319798e-01 -1.468819e+00 
12 85 -4.482143029561262542e-08 0 0 2.059650e-01 6.234352e-01 -1.877966e+00 
13 92 -6.845539627740088847e-08 0 0 1.243571e+00 5.532203e-02 -1.291247e+00 
14 99 -1.678585677657225940e-08 0 0 1.240958e+00 9.817350e-01 -1.272692e+00 
15 106 -2.204323783894495756e-08 0 0 6.727478e-01 -2.529235e-01 -1.145640e+00 
16 113 -9.801114683440474168e-09 0 0 1.270675e-02 4.405991e-01 -3.313514e-02 
17 120 -2.003035948745010357e-08 0 0 -3.695506e-01 9.804188e-01 -1.731528e-01 
18 127 -3.691121334706772393e-08 0 0 7.253135e-01 7.782368e-01 -1.251065e+00 
19 134 -7.076007268870645149e-08 0 0 5.237490e-01 8.842454e-01 -8.531952e-01 
20 141 -5.885403450027741474e-08 0 0 7.191996e-01 8.038279e-01 -1.106378e+00 
21 148 -1.070387782587457470e-07 0 0 5.298051e-01 1.080762e+00 -1.564945e+00 
22 155 -8.411505539458395579e-08 0 0 6.800769e-01 6.828974e-01 -7.738143e-01 
23 162 -6.890598902520491610e-08 0 0 4.068836e-01 1.010416e+00 -1.927634e+00 
24 169 -8.878215857791321367e-08 0 0 6.199379e-01 1.211784e+00 -2.394822e+00 
25 176 -4.293921057974446688e-08 0 0 6.922156e-01 8.321697e-01 -2.241085e+00 
26 183 -5.174623044153684759e-08 0 0 7.175887e-01 1.369361e+00 -2.617269e+00 
27 190 -1.936674219255545507e-08 0 0 7.561918e-01 1.033727e+00 -3.005826e+00 
28 197 -9.836319910825769212e-08 0 0 6.515942e-01 1.108976e+00 -2.365737e+00 
29 204 -6.425257240876463608e-08 0 0 6.671703e-01 1.395541e+00 -2.082870e+00 
30 211 -9.509621282725649620e-08 0 0 5.855384e-01 1.255332e+00 -2.187859e+00 
31 218 -1.115633334902800818e-07 0 0 5.858239e-01 1.046942e+00 -1.561255e+00 
32 225 -1.122202051097729529e-07 0 0 4.692380e-01 7.720068e-01 -7.534206e-01 
33 232 -5.138173155459821041e-08 0 0 8.437764e-01 1.165092e+00 -2.187308e+00 
34 239 -1.014686008143734331e-07 0 0 6.318493e-01 9.794096e-01 -1.795256e+00 
35 246 -6.472131892679211375e-08 0 0 4.931100e-01 9.869436e-01 -1.360329e+00 
36 253 -7.684841635894841061e-08 0 0 6.550503e-01 1.350209e+00 -2.005709e+00 
37 260 -5.490742032437877610e-08 0 0 4.254943e-01 8.180496e-01 -5.034978e-01 
38 267 -1.203437437303474384e-07 0 0 5.476939e-01 1.061064e+00 -1.626809e+00 
39 274 -9.465612388443690993e-08 0 0 5.930832e-01 1.277801e+00 -2.074699e+00 
40 281 -1.295077463051231341e-07 0 0 6.552392e-01 1.147972e+00 -1.965404e+00 
41 288 -1.082020689967118881e-07 0 0 7.086645e-01 1.113309e+00 -2.162087e+00 
42 295 -1.173858952995844157e-07 0 0 6.694056e-01 1.215020e+00 -2.149155e+00 
43 302 -1.379849139915624204e-07 0 0 5.846457e-01 1.105226e+00 -1.910944e+00 
44 309 -1.398540190886809538e-07 0 0 6.031765e-01 1.102522e+00 -1.858090e+00 
45 316 -1.313878213191858349e-07 0 0 6.271072e-01 1.044873e+00 -1.959456e+00 
46 323 -1.344870127160269098e-07 0 0 5.703167e-01 1.062123e+00 -1.740538e+00 
47 330 -1.406323177531395271e-07 0 0 5.991600e-01 1.080080e+00 -1.880717e+00 
48 337 -1.348251647946317608e-07 0 0 6.271174e-01 1.063034e+00 -1.904368e+00 
49 344 -1.399597724226095767e-07 0 0 5.942614e-01 1.099884e+00 -1.898135e+00 
50 351 -1.392613009997523475e-07 0 0 6.091217e-01 1.070578e+00 -1.907971e+00 
51 358 -1.404039258443364282e-07 0 0 5.938695e-01 1.071946e+00 -1.860234e+00 
52 365 -1.403542121043646123e-07 0 0 5.919917e-01 1.092676e+00 -1.870944e+00 
53 372 -1.401002656469738755e-07 0 0 6.078042e-01 1.101045e+00 -1.904791e+00 
54 379 -1.402719911293062969e-07 0 0 6.073798e-01 1.091672e+00 -1.876381e+00 
55 386 -1.405350210254261333e-07 0 0 6.001485e-01 1.092097e+00 -1.866207e+00 
56 393 -1.406000566695506858e-07 0 0 5.978589e-01 1.092323e+00 -1.876565e+00 
57 400 -1.406696765959467764e-07 0 0 5.984575e-01 1.085276e+00 -1.866739e+00 
58 407 -1.406572781075029759e-07 0 0 5.967088e-01 1.089333e+00 -1.874660e+00 
59 414 -1.406388136322227212e-07 0 0 5.987137e-01 1.084960e+00 -1.863555e+00 
60 421 -1.406817193281487712e-07 0 0 5.973132e-01 1.086850e+00 -1.868679e+00 
61 428 -1.406717066874781413e-07 0 0 5.976186e-01 1.088159e+00 -1.870081e+00 
62 435 -1.407026644016607850e-07 0 0 5.972499e-01 1.086639e+00 -1.877094e+00 
63 442 -1.407016642699004944e-07 0 0 5.958377e-01 1.084497e+00 -1.873440e+00 
64 449 -1.407072856587544824e-07 0 0 5.981926e-01 1.086088e+00 -1.877569e+00 
65 456 -1.407003507675117819e-07 0 0 5.961247e-01 1.082630e+00 -1.871162e+00 
66 463 -1.407056480466756544e-07 0 0 5.977698e-01 1.083276e+00 -1.876809e+00 
